source_code,source_concept_id,source_vocabulary_id,source_concept_class_id,concept_name,source_code_description,target_concept_id,target_concept_name,target_vocabulary_id,target_concept_domain,valid_start_date,valid_end_date
AJ212,42363654,EDI,Proc Hierarchy,ICU Patient Care-Pediatric,"종합병원-1등급간호관리료적용 소아중환자실입원료, NA",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ212100,42303343,EDI,Procedure,"ICU Patient Care-Pediatric,00:00 - 06:00 to admission","종합병원-1등급간호관리료적용 소아중환자실입원료, 오전0-6시입원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ212200,42184838,EDI,Procedure,"ICU Patient Care-Pediatric,discharge between 18:00 - 24:00","종합병원-1등급간호관리료적용 소아중환자실입원료, 18-24시퇴원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ220,42362967,EDI,Proc Hierarchy,ICU Patient Care-General,"종합병원-2등급간호관리료적용 일반중환자실입원료, NA",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ220100,42302605,EDI,Procedure,"ICU Patient Care-General,00:00 - 06:00 to admission","종합병원-2등급간호관리료적용 일반중환자실입원료, 오전0-6시입원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ220200,42184820,EDI,Procedure,"ICU Patient Care-General,discharge between 18:00 - 24:00","종합병원-2등급간호관리료적용 일반중환자실입원료, 18-24시퇴원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ221,42360816,EDI,Proc Hierarchy,ICU Patient Care-Neonatal,"종합병원-2등급간호관리료적용 신생아중환자실입원료, NA",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ221010,42347614,EDI,Procedure,"ICU Patient Care-Neonatal,neonatal intensive care","종합병원-2등급간호관리료적용 신생아중환자실입원료, 집중간호 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ221020,42329154,EDI,Procedure,"ICU Patient Care-Neonatal,Neonate other than indications","종합병원-2등급간호관리료적용 신생아중환자실입원료, 적응증 외 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ221100,42302182,EDI,Procedure,"ICU Patient Care-Neonatal,00:00 - 06:00 to admission","종합병원-2등급간호관리료적용 신생아중환자실입원료, 오전0-6시입원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ221110,42303806,EDI,Procedure,"ICU Patient Care-Neonatal,00:00 - 06:00 to admission, neonatal intensive care","종합병원-2등급간호관리료적용 신생아중환자실입원료, 오전0-6시입원 집중간호 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ221120,42303453,EDI,Procedure,"ICU Patient Care-Neonatal,00:00 - 06:00 to admission, Neonate other than indications","종합병원-2등급간호관리료적용 신생아중환자실입원료, 오전0-6시입원 적응증 외 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ221200,42184373,EDI,Procedure,"ICU Patient Care-Neonatal,discharge between 18:00 - 24:00","종합병원-2등급간호관리료적용 신생아중환자실입원료, 18-24시퇴원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ221210,42185788,EDI,Procedure,"ICU Patient Care-Neonatal,discharge between 18:00 - 24:00, neonatal intensive care","종합병원-2등급간호관리료적용 신생아중환자실입원료, 18-24시퇴원 집중간호 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ221220,42185812,EDI,Procedure,"ICU Patient Care-Neonatal,discharge between 18:00 - 24:00, Neonate other than indications","종합병원-2등급간호관리료적용 신생아중환자실입원료, 18시-24시퇴원 적응증 외 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ222,42328852,EDI,Proc Hierarchy,ICU Patient Care-Pediatric,"종합병원-2등급간호관리료적용 소아중환자실입원료, NA",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ222100,42302166,EDI,Procedure,"ICU Patient Care-Pediatric,00:00 - 06:00 to admission","종합병원-2등급간호관리료적용 소아중환자실입원료, 오전0-6시입원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ222200,42184847,EDI,Procedure,"ICU Patient Care-Pediatric,discharge between 18:00 - 24:00","종합병원-2등급간호관리료적용 소아중환자실입원료, 18-24시퇴원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ230,42364058,EDI,Proc Hierarchy,ICU Patient Care-General,"종합병원-3등급간호관리료적용 일반중환자실입원료, NA",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ230100,42302466,EDI,Procedure,"ICU Patient Care-General,00:00 - 06:00 to admission","종합병원-3등급간호관리료적용 일반중환자실입원료, 오전0-6시입원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ230200,42184756,EDI,Procedure,"ICU Patient Care-General,discharge between 18:00 - 24:00","종합병원-3등급간호관리료적용 일반중환자실입원료, 18-24시퇴원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ231,42364049,EDI,Proc Hierarchy,ICU Patient Care-Neonatal,"종합병원-3등급간호관리료적용 신생아중환자실입원료, NA",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ231010,42347609,EDI,Procedure,"ICU Patient Care-Neonatal,neonatal intensive care","종합병원-3등급간호관리료적용 신생아중환자실입원료, 집중간호 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ231020,42329151,EDI,Procedure,"ICU Patient Care-Neonatal,Neonate other than indications","종합병원-3등급간호관리료적용 신생아중환자실입원료, 적응증 외 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ231100,42302946,EDI,Procedure,"ICU Patient Care-Neonatal,00:00 - 06:00 to admission","종합병원-3등급간호관리료적용 신생아중환자실입원료, 오전0-6시입원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ231110,42303807,EDI,Procedure,"ICU Patient Care-Neonatal,00:00 - 06:00 to admission, neonatal intensive care","종합병원-3등급간호관리료적용 신생아중환자실입원료, 오전0-6시입원 집중간호 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ231120,42303465,EDI,Procedure,"ICU Patient Care-Neonatal,00:00 - 06:00 to admission, Neonate other than indications","종합병원-3등급간호관리료적용 신생아중환자실입원료, 오전0-6시입원 적응증 외 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ231200,42184868,EDI,Procedure,"ICU Patient Care-Neonatal,discharge between 18:00 - 24:00","종합병원-3등급간호관리료적용 신생아중환자실입원료, 18-24시퇴원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ231210,42185798,EDI,Procedure,"ICU Patient Care-Neonatal,discharge between 18:00 - 24:00, neonatal intensive care","종합병원-3등급간호관리료적용 신생아중환자실입원료, 18-24시퇴원 집중간호 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ231220,42185815,EDI,Procedure,"ICU Patient Care-Neonatal,discharge between 18:00 - 24:00, Neonate other than indications","종합병원-3등급간호관리료적용 신생아중환자실입원료, 18시-24시퇴원 적응증 외 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ232,42360828,EDI,Proc Hierarchy,ICU Patient Care-Pediatric,"종합병원-3등급간호관리료적용 소아중환자실입원료, NA",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ232100,42302491,EDI,Procedure,"ICU Patient Care-Pediatric,00:00 - 06:00 to admission","종합병원-3등급간호관리료적용 소아중환자실입원료, 오전0-6시입원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ232200,42184896,EDI,Procedure,"ICU Patient Care-Pediatric,discharge between 18:00 - 24:00","종합병원-3등급간호관리료적용 소아중환자실입원료, 18-24시퇴원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ240,42361914,EDI,Proc Hierarchy,ICU Patient Care-General,"종합병원-4등급간호관리료적용 일반중환자실입원료, NA",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ240100,42303374,EDI,Procedure,"ICU Patient Care-General,00:00 - 06:00 to admission","종합병원-4등급간호관리료적용 일반중환자실입원료, 오전0-6시입원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ240200,42185464,EDI,Procedure,"ICU Patient Care-General,discharge between 18:00 - 24:00","종합병원-4등급간호관리료적용 일반중환자실입원료, 18-24시퇴원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ244,42363342,EDI,Proc Hierarchy,ICU Patient Care-Neonatal,"종합병원-4등급간호관리료적용 신생아중환자실입원료, NA",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ244010,42347613,EDI,Procedure,"ICU Patient Care-Neonatal,neonatal intensive care","종합병원-4등급간호관리료적용 신생아중환자실입원료, 집중간호 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ244020,42329141,EDI,Procedure,"ICU Patient Care-Neonatal,Neonate other than indications","종합병원-4등급간호관리료적용 신생아중환자실입원료, 적응증 외 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ244100,42302669,EDI,Procedure,"ICU Patient Care-Neonatal,00:00 - 06:00 to admission","종합병원-4등급간호관리료적용 신생아중환자실입원료, 오전0-6시입원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ244110,42303792,EDI,Procedure,"ICU Patient Care-Neonatal,00:00 - 06:00 to admission, neonatal intensive care","종합병원-4등급간호관리료적용 신생아중환자실입원료, 오전0-6시입원 집중간호 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ244120,42303455,EDI,Procedure,"ICU Patient Care-Neonatal,00:00 - 06:00 to admission, Neonate other than indications","종합병원-4등급간호관리료적용 신생아중환자실입원료, 오전0-6시입원 적응증 외 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ244200,42179061,EDI,Procedure,"ICU Patient Care-Neonatal,discharge between 18:00 - 24:00","종합병원-4등급간호관리료적용 신생아중환자실입원료, 18-24시퇴원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ244210,42160542,EDI,Procedure,"ICU Patient Care-Neonatal,discharge between 18:00 - 24:00, neonatal intensive care","종합병원-4등급간호관리료적용 신생아중환자실입원료, 18-24시퇴원 집중간호 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ244220,42185800,EDI,Procedure,"ICU Patient Care-Neonatal,discharge between 18:00 - 24:00, Neonate other than indications","종합병원-4등급간호관리료적용 신생아중환자실입원료, 18시-24시퇴원 적응증 외 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ250,42363013,EDI,Proc Hierarchy,ICU Patient Care-General,"종합병원-5등급간호관리료적용 일반중환자실입원료, NA",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ250100,42303385,EDI,Procedure,"ICU Patient Care-General,00:00 - 06:00 to admission","종합병원-5등급간호관리료적용 일반중환자실입원료, 오전0-6시입원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ250200,42185339,EDI,Procedure,"ICU Patient Care-General,discharge between 18:00 - 24:00","종합병원-5등급간호관리료적용 일반중환자실입원료, 18-24시퇴원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ252,42363001,EDI,Proc Hierarchy,ICU Patient Care-Pediatric,"종합병원-5등급간호관리료적용 소아중환자실입원료-의료취약지역에 해당되지 아니하는 요양기관, NA",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ252100,42303438,EDI,Procedure,"ICU Patient Care-Pediatric,00:00 - 06:00 to admission","종합병원-5등급간호관리료적용 소아중환자실입원료-의료취약지역에 해당되지 아니하는 요양기관, 오전0-6시입원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
